id,	name,	address
967,	Luisa,	Wichita
968,	Duane,	Washington
969,	Weldon,	San Antonio
970,	Ilene,	Scandia
971,	Phil,	Dayton
972,	Jonas,	Hatfield
973,	Benita,	Nardin
974,	Rochelle,	Pooler
975,	Terra,	Youngstown
976,	Buford,	Myra
977,	Emanuel,	Yazoo City
978,	Cheryl,	Monroe
979,	Theodore,	Opheim
980,	Ginger,	Valmora
981,	Lilian,	Neptune Beach
982,	Gilbert,	North Star
983,	Waldo,	Clayton
984,	Tommie,	Alma
985,	George,	Vardaman
986,	Graham,	Stockdale
987,	Ophelia,	Kingsland
988,	Lon,	Shawnee Mission
989,	Irvin,	Dierks
990,	Sheri,	Gallagher
991,	Alberta,	Levant
992,	Kerri,	College Station
993,	Olin,	Carleton
994,	Stefan,	Fredericksburg
995,	Cody,	Pasadena
996,	Bonnie,	Mukwonago
997,	Luke,	Freeport
998,	Eva,	Turlock
999,	Maritza,	Stamford
1000,	Phyllis,	Meno
